Node ID  | Type   | CC0          | CC1          | CO          
--------------------------------------------------------------
1        | PI     | 1            | 1            | 2           
4        | PI     | 1            | 1            | 31          
11       | PI     | 1            | 1            | 16          
14       | PI     | 1            | 1            | 16          
17       | PI     | 1            | 1            | 15          
20       | PI     | 1            | 1            | 15          
23       | PI     | 1            | 1            | 22          
24       | PI     | 1            | 1            | 23          
25       | PI     | 1            | 1            | 22          
26       | PI     | 1            | 1            | 23          
27       | PI     | 1            | 1            | 3           
31       | PI     | 1            | 1            | 3           
34       | PI     | 1            | 1            | 12          
37       | PI     | 1            | 1            | 15          
40       | PI     | 1            | 1            | 15          
43       | PI     | 1            | 1            | 16          
46       | PI     | 1            | 1            | 16          
49       | PI     | 1            | 1            | 15          
52       | PI     | 1            | 1            | 15          
53       | PI     | 1            | 1            | 15          
54       | PI     | 1            | 1            | 28          
61       | PI     | 1            | 1            | 15          
64       | PI     | 1            | 1            | 15          
67       | PI     | 1            | 1            | 16          
70       | PI     | 1            | 1            | 15          
73       | PI     | 1            | 1            | 16          
76       | PI     | 1            | 1            | 16          
79       | PI     | 1            | 1            | 23          
80       | PI     | 1            | 1            | 22          
81       | PI     | 1            | 1            | 22          
82       | PI     | 1            | 1            | 23          
83       | PI     | 1            | 1            | 11          
86       | PI     | 1            | 1            | 11          
87       | PI     | 1            | 1            | 12          
88       | PI     | 1            | 1            | 11          
91       | PI     | 1            | 1            | 16          
94       | PI     | 1            | 1            | 23          
97       | PI     | 1            | 1            | 23          
100      | PI     | 1            | 1            | 16          
103      | PI     | 1            | 1            | 15          
106      | PI     | 1            | 1            | 15          
109      | PI     | 1            | 1            | 16          
112      | PI     | 1            | 1            | 15          
113      | PI     | 1            | 1            | 15          
114      | PI     | 1            | 1            | 15          
115      | PI     | 1            | 1            | 15          
116      | PI     | 1            | 1            | 15          
117      | PI     | 1            | 1            | 15          
118      | PI     | 1            | 1            | 17          
119      | PI     | 1            | 1            | 15          
120      | PI     | 1            | 1            | 17          
121      | PI     | 1            | 1            | 15          
122      | PI     | 1            | 1            | 15          
123      | PI     | 1            | 1            | 15          
126      | PI     | 1            | 1            | 15          
127      | PI     | 1            | 1            | 15          
128      | PI     | 1            | 1            | 15          
129      | PI     | 1            | 1            | 15          
130      | PI     | 1            | 1            | 15          
131      | PI     | 1            | 1            | 15          
132      | PI     | 1            | 1            | 31          
135      | PI     | 1            | 1            | 10          
136      | PI     | 1            | 1            | 3           
137      | PI     | 1            | 1            | 2           
140      | PI     | 1            | 1            | 4           
141      | PI     | 1            | 1            | 1           
145      | PI     | 1            | 1            | 2           
146      | PI     | 1            | 1            | 19          
149      | PI     | 1            | 1            | 20          
152      | PI     | 1            | 1            | 19          
155      | PI     | 1            | 1            | 20          
158      | PI     | 1            | 1            | 19          
161      | PI     | 1            | 1            | 19          
164      | PI     | 1            | 1            | 19          
167      | PI     | 1            | 1            | 19          
170      | PI     | 1            | 1            | 19          
173      | PI     | 1            | 1            | 19          
176      | PI     | 1            | 1            | 21          
179      | PI     | 1            | 1            | 20          
182      | PI     | 1            | 1            | 20          
185      | PI     | 1            | 1            | 19          
188      | PI     | 1            | 1            | 20          
191      | PI     | 1            | 1            | 20          
194      | PI     | 1            | 1            | 20          
197      | PI     | 1            | 1            | 20          
200      | PI     | 1            | 1            | 20          
203      | PI     | 1            | 1            | 20          
206      | PI     | 1            | 1            | 27          
209      | PI     | 1            | 1            | 29          
210      | PI     | 1            | 1            | 26          
217      | PI     | 1            | 1            | 40          
218      | PI     | 1            | 1            | 26          
225      | PI     | 1            | 1            | 51          
226      | PI     | 1            | 1            | 26          
233      | PI     | 1            | 1            | 50          
234      | PI     | 1            | 1            | 26          
241      | PI     | 1            | 1            | 51          
242      | PI     | 1            | 1            | 23          
245      | PI     | 1            | 1            | 1           
248      | PI     | 1            | 1            | 23          
251      | PI     | 1            | 1            | 24          
254      | PI     | 1            | 1            | 24          
257      | PI     | 1            | 1            | 26          
264      | PI     | 1            | 1            | 51          
265      | PI     | 1            | 1            | 26          
272      | PI     | 1            | 1            | 50          
273      | PI     | 1            | 1            | 26          
280      | PI     | 1            | 1            | 44          
281      | PI     | 1            | 1            | 26          
288      | PI     | 1            | 1            | 38          
289      | PI     | 1            | 1            | 94          
292      | PI     | 1            | 1            | 175         
293      | PI     | 1            | 1            | 1           
299      | PI     | 1            | 1            | 2           
302      | PI     | 1            | 1            | 23          
307      | PI     | 1            | 1            | 35          
308      | PI     | 1            | 1            | 26          
315      | PI     | 1            | 1            | 46          
316      | PI     | 1            | 1            | 26          
323      | PI     | 1            | 1            | 50          
324      | PI     | 1            | 1            | 26          
331      | PI     | 1            | 1            | 49          
332      | PI     | 1            | 1            | 29          
335      | PI     | 1            | 1            | 29          
338      | PI     | 1            | 1            | 1           
341      | PI     | 1            | 1            | 26          
348      | PI     | 1            | 1            | 1           
351      | PI     | 1            | 1            | 26          
358      | PI     | 1            | 1            | 1           
361      | PI     | 1            | 1            | 23          
366      | PI     | 1            | 1            | 1           
369      | PI     | 1            | 1            | 76          
372      | PI     | 1            | 1            | 173         
373      | PI     | 1            | 1            | 3           
374      | PI     | 1            | 1            | 26          
386      | PI     | 1            | 1            | 3           
389      | PI     | 1            | 1            | 26          
400      | PI     | 1            | 1            | 26          
411      | PI     | 1            | 1            | 26          
422      | PI     | 1            | 1            | 26          
435      | PI     | 1            | 1            | 26          
446      | PI     | 1            | 1            | 27          
457      | PI     | 1            | 1            | 26          
468      | PI     | 1            | 1            | 26          
479      | PI     | 1            | 1            | 26          
490      | PI     | 1            | 1            | 26          
503      | PI     | 1            | 1            | 26          
514      | PI     | 1            | 1            | 21          
523      | PI     | 1            | 1            | 26          
534      | PI     | 1            | 1            | 26          
545      | PI     | 1            | 1            | 1           
549      | PI     | 1            | 1            | 1           
552      | PI     | 1            | 1            | 1           
556      | PI     | 1            | 1            | 3           
559      | PI     | 1            | 1            | 1           
562      | PI     | 1            | 1            | 1           
566      | PI     | 1            | 1            | 73          
571      | PI     | 1            | 1            | 19          
574      | PI     | 1            | 1            | 19          
577      | PI     | 1            | 1            | 19          
580      | PI     | 1            | 1            | 19          
583      | PI     | 1            | 1            | 72          
588      | PI     | 1            | 1            | 11          
591      | PI     | 1            | 1            | 4           
592      | PI     | 1            | 1            | 1           
595      | PI     | 1            | 1            | 21          
596      | PI     | 1            | 1            | 31          
597      | PI     | 1            | 1            | 27          
598      | PI     | 1            | 1            | 21          
599      | PI     | 1            | 1            | 16          
603      | PI     | 1            | 1            | 16          
607      | PI     | 1            | 1            | 15          
610      | PI     | 1            | 1            | 15          
613      | PI     | 1            | 1            | 15          
616      | PI     | 1            | 1            | 15          
619      | PI     | 1            | 1            | 14          
625      | PI     | 1            | 1            | 14          
631      | PI     | 1            | 1            | 10          
709      | BUFF   | 2            | 2            | 0           
816      | BUFF   | 2            | 2            | 0           
1042     | AND    | 2            | 3            | 8           
1043     | NOT    | 2            | 2            | 3           
1066     | BUFF   | 2            | 2            | 0           
1067     | NOT    | 2            | 2            | 20          
1080     | NOT    | 2            | 2            | 30          
1092     | NOT    | 2            | 2            | 26          
1104     | NOT    | 2            | 2            | 20          
1137     | NOT    | 2            | 2            | 0           
1138     | NOT    | 2            | 2            | 0           
1139     | NOT    | 2            | 2            | 0           
1140     | AND    | 2            | 3            | 0           
1141     | NOT    | 2            | 2            | 0           
1142     | NOT    | 2            | 2            | 0           
1143     | NOT    | 2            | 2            | 0           
1144     | NOT    | 2            | 2            | 0           
1145     | NOT    | 2            | 2            | 0           
1146     | NAND   | 3            | 2            | 1           
1147     | AND    | 2            | 3            | 0           
1148     | NOT    | 2            | 2            | 2           
1149     | NOT    | 4            | 3            | 7           
1150     | AND    | 2            | 4            | 1           
1151     | AND    | 2            | 3            | 1           
1152     | NOT    | 2            | 2            | 0           
1153     | NOT    | 2            | 2            | 0           
1154     | NOT    | 2            | 2            | 0           
1155     | NOT    | 2            | 2            | 0           
1156     | AND    | 2            | 5            | 226 [TOP]   
1157     | NOT    | 2            | 2            | 72          
1161     | BUFF   | 2            | 2            | 18          
1173     | BUFF   | 2            | 2            | 18          
1185     | BUFF   | 2            | 2            | 18          
1197     | BUFF   | 2            | 2            | 18          
1209     | BUFF   | 2            | 2            | 1           
1213     | BUFF   | 2            | 2            | 9           
1216     | BUFF   | 2            | 2            | 1           
1219     | NOT    | 2            | 2            | 71          
1223     | BUFF   | 2            | 2            | 18          
1235     | BUFF   | 2            | 2            | 18          
1247     | BUFF   | 2            | 2            | 18          
1259     | BUFF   | 2            | 2            | 18          
1271     | BUFF   | 2            | 2            | 31          
1280     | BUFF   | 2            | 2            | 23          
1292     | BUFF   | 2            | 2            | 23          
1303     | BUFF   | 2            | 2            | 22          
1315     | BUFF   | 2            | 2            | 22          
1327     | BUFF   | 2            | 2            | 14          
1339     | BUFF   | 2            | 2            | 14          
1351     | BUFF   | 2            | 2            | 14          
1363     | BUFF   | 2            | 2            | 14          
1375     | BUFF   | 2            | 2            | 29          
1378     | BUFF   | 2            | 2            | 25          
1381     | BUFF   | 2            | 2            | 29          
1384     | BUFF   | 2            | 2            | 25          
1387     | BUFF   | 2            | 2            | 29          
1390     | BUFF   | 2            | 2            | 25          
1393     | BUFF   | 2            | 2            | 29          
1396     | BUFF   | 2            | 2            | 25          
1415     | BUFF   | 2            | 2            | 29          
1418     | BUFF   | 2            | 2            | 25          
1421     | BUFF   | 2            | 2            | 29          
1424     | BUFF   | 2            | 2            | 25          
1427     | BUFF   | 2            | 2            | 29          
1430     | BUFF   | 2            | 2            | 25          
1433     | BUFF   | 2            | 2            | 29          
1436     | BUFF   | 2            | 2            | 25          
1455     | BUFF   | 2            | 2            | 37          
1462     | BUFF   | 2            | 2            | 28          
1469     | BUFF   | 2            | 2            | 26          
1475     | AND    | 2            | 3            | 1           
1479     | BUFF   | 2            | 2            | 1           
1482     | BUFF   | 2            | 2            | 17          
1492     | BUFF   | 2            | 2            | 22          
1495     | BUFF   | 2            | 2            | 22          
1498     | BUFF   | 2            | 2            | 29          
1501     | BUFF   | 2            | 2            | 25          
1504     | BUFF   | 2            | 2            | 29          
1507     | BUFF   | 2            | 2            | 25          
1510     | BUFF   | 2            | 2            | 29          
1513     | BUFF   | 2            | 2            | 25          
1516     | BUFF   | 2            | 2            | 29          
1519     | BUFF   | 2            | 2            | 25          
1522     | BUFF   | 2            | 2            | 29          
1525     | BUFF   | 2            | 2            | 25          
1542     | BUFF   | 2            | 2            | 221 [TOP]   
1545     | BUFF   | 2            | 2            | 217         
1548     | BUFF   | 2            | 2            | 221 [TOP]   
1551     | BUFF   | 2            | 2            | 217         
1554     | BUFF   | 2            | 2            | 221 [TOP]   
1557     | BUFF   | 2            | 2            | 217         
1560     | BUFF   | 2            | 2            | 211         
1563     | BUFF   | 2            | 2            | 207         
1566     | BUFF   | 2            | 2            | 29          
1573     | BUFF   | 2            | 2            | 28          
1580     | BUFF   | 2            | 2            | 1           
1583     | AND    | 2            | 3            | 7           
1588     | NOT    | 2            | 2            | 10          
1594     | BUFF   | 2            | 2            | 188         
1597     | BUFF   | 2            | 2            | 184         
1600     | BUFF   | 2            | 2            | 192         
1603     | BUFF   | 2            | 2            | 188         
1606     | BUFF   | 2            | 2            | 192         
1609     | BUFF   | 2            | 2            | 188         
1612     | BUFF   | 2            | 2            | 172         
1615     | BUFF   | 2            | 2            | 172         
1618     | BUFF   | 2            | 2            | 179         
1621     | BUFF   | 2            | 2            | 175         
1624     | BUFF   | 2            | 2            | 179         
1627     | BUFF   | 2            | 2            | 175         
1630     | BUFF   | 2            | 2            | 84          
