Node ID  | Type   | CC0          | CC1          | CO          
--------------------------------------------------------------
1        | PI     | 1            | 1            | 21          
4        | PI     | 1            | 1            | 18          
8        | PI     | 1            | 1            | 36          
11       | PI     | 1            | 1            | 21          
14       | PI     | 1            | 1            | 71          
17       | PI     | 1            | 1            | 16          
21       | PI     | 1            | 1            | 34          
24       | PI     | 1            | 1            | 21          
27       | PI     | 1            | 1            | 69          
30       | PI     | 1            | 1            | 16          
34       | PI     | 1            | 1            | 34          
37       | PI     | 1            | 1            | 21          
40       | PI     | 1            | 1            | 69          
43       | PI     | 1            | 1            | 18          
47       | PI     | 1            | 1            | 36          
50       | PI     | 1            | 1            | 21          
53       | PI     | 1            | 1            | 71          
56       | PI     | 1            | 1            | 16          
60       | PI     | 1            | 1            | 34          
63       | PI     | 1            | 1            | 21          
66       | PI     | 1            | 1            | 69          
69       | PI     | 1            | 1            | 21          
73       | PI     | 1            | 1            | 41          
76       | PI     | 1            | 1            | 21          
79       | PI     | 1            | 1            | 77          
82       | PI     | 1            | 1            | 21          
86       | PI     | 1            | 1            | 40          
89       | PI     | 1            | 1            | 21          
92       | PI     | 1            | 1            | 75          
95       | PI     | 1            | 1            | 21          
99       | PI     | 1            | 1            | 41          
102      | PI     | 1            | 1            | 21          
105      | PI     | 1            | 1            | 79 [TOP]    
108      | PI     | 1            | 1            | 21          
112      | PI     | 1            | 1            | 41          
115      | PI     | 1            | 1            | 79 [TOP]    
118      | NOT    | 2            | 2            | 20          
119      | NOT    | 2            | 2            | 40          
122      | NOT    | 2            | 2            | 20          
123      | NOT    | 2            | 2            | 40          
126      | NOT    | 2            | 2            | 20          
127      | NOT    | 2            | 2            | 40          
130      | NOT    | 2            | 2            | 20          
131      | NOT    | 2            | 2            | 40          
134      | NOT    | 2            | 2            | 20          
135      | NOT    | 2            | 2            | 40          
138      | NOT    | 2            | 2            | 20          
139      | NOT    | 2            | 2            | 40          
142      | NOT    | 2            | 2            | 20          
143      | NOT    | 2            | 2            | 40          
146      | NOT    | 2            | 2            | 20          
147      | NOT    | 2            | 2            | 40          
150      | NOT    | 2            | 2            | 20          
151      | NOT    | 2            | 2            | 40          
154      | NAND   | 4            | 2            | 18          
157      | NOR    | 2            | 4            | 38          
158      | NOR    | 2            | 4            | 89 [TOP]    
159      | NAND   | 4            | 2            | 18          
162      | NAND   | 4            | 2            | 18          
165      | NAND   | 4            | 2            | 18          
168      | NAND   | 4            | 2            | 18          
171      | NAND   | 4            | 2            | 18          
174      | NAND   | 4            | 2            | 18          
177      | NAND   | 4            | 2            | 18          
180      | NAND   | 4            | 2            | 18          
183      | NOR    | 2            | 4            | 38          
184      | NOR    | 2            | 4            | 89 [TOP]    
185      | NOR    | 2            | 4            | 38          
186      | NOR    | 2            | 4            | 89 [TOP]    
187      | NOR    | 2            | 4            | 38          
188      | NOR    | 2            | 4            | 89 [TOP]    
189      | NOR    | 2            | 4            | 38          
190      | NOR    | 2            | 4            | 89 [TOP]    
191      | NOR    | 2            | 4            | 38          
192      | NOR    | 2            | 4            | 89 [TOP]    
193      | NOR    | 2            | 4            | 38          
194      | NOR    | 2            | 4            | 89 [TOP]    
195      | NOR    | 2            | 4            | 38          
196      | NOR    | 2            | 4            | 89 [TOP]    
197      | NOR    | 2            | 4            | 38          
198      | NOR    | 2            | 4            | 89 [TOP]    
199      | AND    | 5            | 19           | 1           
203      | NOT    | 20           | 6            | 34          
213      | NOT    | 20           | 6            | 17          
223      | NOT    | 20           | 6            | 0           
224      | XOR    | 9            | 11           | 31          
227      | XOR    | 9            | 11           | 31          
230      | XOR    | 9            | 11           | 31          
233      | XOR    | 9            | 11           | 31          
236      | XOR    | 9            | 11           | 31          
239      | XOR    | 9            | 11           | 31          
242      | NAND   | 8            | 2            | 17          
243      | XOR    | 9            | 11           | 31          
246      | NAND   | 8            | 2            | 15          
247      | XOR    | 9            | 11           | 31          
250      | NAND   | 8            | 2            | 15          
251      | XOR    | 9            | 11           | 31          
254      | NAND   | 8            | 2            | 17          
255      | NAND   | 8            | 2            | 15          
256      | NAND   | 8            | 2            | 23          
257      | NAND   | 8            | 2            | 21          
258      | NAND   | 8            | 2            | 25          
259      | NAND   | 8            | 2            | 25          
260      | NAND   | 16           | 3            | 26          
263      | NAND   | 16           | 3            | 77          
264      | NAND   | 16           | 3            | 26          
267      | NAND   | 16           | 3            | 26          
270      | NAND   | 16           | 3            | 26          
273      | NAND   | 16           | 3            | 26          
276      | NAND   | 16           | 3            | 26          
279      | NAND   | 16           | 3            | 26          
