Node ID  | Type   | CC0          | CC1          | CO          
--------------------------------------------------------------
1        | PI     | 1            | 1            | 2           
18       | PI     | 1            | 1            | 19          
35       | PI     | 1            | 1            | 51          
52       | PI     | 1            | 1            | 95          
69       | PI     | 1            | 1            | 151         
86       | PI     | 1            | 1            | 219         
103      | PI     | 1            | 1            | 299         
120      | PI     | 1            | 1            | 391         
137      | PI     | 1            | 1            | 495         
154      | PI     | 1            | 1            | 611         
171      | PI     | 1            | 1            | 594         
188      | PI     | 1            | 1            | 414         
205      | PI     | 1            | 1            | 246         
222      | PI     | 1            | 1            | 118         
239      | PI     | 1            | 1            | 36          
256      | PI     | 1            | 1            | 32          
273      | PI     | 1            | 1            | 2           
290      | PI     | 1            | 1            | 18          
307      | PI     | 1            | 1            | 28          
324      | PI     | 1            | 1            | 38          
341      | PI     | 1            | 1            | 44          
358      | PI     | 1            | 1            | 50          
375      | PI     | 1            | 1            | 56          
392      | PI     | 1            | 1            | 62          
409      | PI     | 1            | 1            | 68          
426      | PI     | 1            | 1            | 74          
443      | PI     | 1            | 1            | 72          
460      | PI     | 1            | 1            | 64          
477      | PI     | 1            | 1            | 56          
494      | PI     | 1            | 1            | 48          
511      | PI     | 1            | 1            | 40          
528      | PI     | 1            | 1            | 32          
545      | AND    | 2            | 3            | 0           
546      | AND    | 2            | 3            | 16          
549      | AND    | 2            | 3            | 26          
552      | AND    | 2            | 3            | 36          
555      | AND    | 2            | 3            | 42          
558      | AND    | 2            | 3            | 48          
561      | AND    | 2            | 3            | 54          
564      | AND    | 2            | 3            | 60          
567      | AND    | 2            | 3            | 66          
570      | AND    | 2            | 3            | 72          
573      | AND    | 2            | 3            | 78          
576      | AND    | 2            | 3            | 84          
579      | AND    | 2            | 3            | 90          
582      | AND    | 2            | 3            | 96          
585      | AND    | 2            | 3            | 102         
588      | AND    | 2            | 3            | 108         
591      | AND    | 2            | 3            | 17          
594      | AND    | 2            | 3            | 48          
597      | AND    | 2            | 3            | 70          
600      | AND    | 2            | 3            | 92          
603      | AND    | 2            | 3            | 110         
606      | AND    | 2            | 3            | 128         
609      | AND    | 2            | 3            | 146         
612      | AND    | 2            | 3            | 164         
615      | AND    | 2            | 3            | 182         
618      | AND    | 2            | 3            | 200         
621      | AND    | 2            | 3            | 218         
624      | AND    | 2            | 3            | 236         
627      | AND    | 2            | 3            | 254         
630      | AND    | 2            | 3            | 272         
633      | AND    | 2            | 3            | 290         
636      | AND    | 2            | 3            | 407         
639      | AND    | 2            | 3            | 49          
642      | AND    | 2            | 3            | 92          
645      | AND    | 2            | 3            | 126         
648      | AND    | 2            | 3            | 160         
651      | AND    | 2            | 3            | 190         
654      | AND    | 2            | 3            | 220         
657      | AND    | 2            | 3            | 250         
660      | AND    | 2            | 3            | 280         
663      | AND    | 2            | 3            | 310         
666      | AND    | 2            | 3            | 340         
669      | AND    | 2            | 3            | 370         
672      | AND    | 2            | 3            | 400         
675      | AND    | 2            | 3            | 430         
678      | AND    | 2            | 3            | 460         
681      | AND    | 2            | 3            | 589         
684      | AND    | 2            | 3            | 716         
687      | AND    | 2            | 3            | 93          
690      | AND    | 2            | 3            | 148         
693      | AND    | 2            | 3            | 194         
696      | AND    | 2            | 3            | 240         
699      | AND    | 2            | 3            | 282         
702      | AND    | 2            | 3            | 324         
705      | AND    | 2            | 3            | 366         
708      | AND    | 2            | 3            | 408         
711      | AND    | 2            | 3            | 450         
714      | AND    | 2            | 3            | 492         
717      | AND    | 2            | 3            | 534         
720      | AND    | 2            | 3            | 576         
723      | AND    | 2            | 3            | 618         
726      | AND    | 2            | 3            | 729         
729      | AND    | 2            | 3            | 727         
732      | AND    | 2            | 3            | 722         
735      | AND    | 2            | 3            | 149         
738      | AND    | 2            | 3            | 216         
741      | AND    | 2            | 3            | 274         
744      | AND    | 2            | 3            | 332         
747      | AND    | 2            | 3            | 386         
750      | AND    | 2            | 3            | 440         
753      | AND    | 2            | 3            | 494         
756      | AND    | 2            | 3            | 548         
759      | AND    | 2            | 3            | 602         
762      | AND    | 2            | 3            | 656         
765      | AND    | 2            | 3            | 710         
768      | AND    | 2            | 3            | 733         
771      | AND    | 2            | 3            | 731         
774      | AND    | 2            | 3            | 729         
777      | AND    | 2            | 3            | 727         
780      | AND    | 2            | 3            | 722         
783      | AND    | 2            | 3            | 217         
786      | AND    | 2            | 3            | 296         
789      | AND    | 2            | 3            | 366         
792      | AND    | 2            | 3            | 436         
795      | AND    | 2            | 3            | 502         
798      | AND    | 2            | 3            | 568         
801      | AND    | 2            | 3            | 634         
804      | AND    | 2            | 3            | 700         
807      | AND    | 2            | 3            | 739         
810      | AND    | 2            | 3            | 737         
813      | AND    | 2            | 3            | 735         
816      | AND    | 2            | 3            | 733         
819      | AND    | 2            | 3            | 731         
822      | AND    | 2            | 3            | 729         
825      | AND    | 2            | 3            | 727         
828      | AND    | 2            | 3            | 722         
831      | AND    | 2            | 3            | 297         
834      | AND    | 2            | 3            | 388         
837      | AND    | 2            | 3            | 470         
840      | AND    | 2            | 3            | 552         
843      | AND    | 2            | 3            | 630         
846      | AND    | 2            | 3            | 708         
849      | AND    | 2            | 3            | 743         
852      | AND    | 2            | 3            | 741         
855      | AND    | 2            | 3            | 739         
858      | AND    | 2            | 3            | 737         
861      | AND    | 2            | 3            | 735         
864      | AND    | 2            | 3            | 733         
867      | AND    | 2            | 3            | 731         
870      | AND    | 2            | 3            | 729         
873      | AND    | 2            | 3            | 727         
876      | AND    | 2            | 3            | 722         
879      | AND    | 2            | 3            | 389         
882      | AND    | 2            | 3            | 492         
885      | AND    | 2            | 3            | 586         
888      | AND    | 2            | 3            | 680         
891      | AND    | 2            | 3            | 747         
894      | AND    | 2            | 3            | 745         
897      | AND    | 2            | 3            | 743         
900      | AND    | 2            | 3            | 741         
903      | AND    | 2            | 3            | 739         
906      | AND    | 2            | 3            | 737         
909      | AND    | 2            | 3            | 735         
912      | AND    | 2            | 3            | 733         
915      | AND    | 2            | 3            | 731         
918      | AND    | 2            | 3            | 729         
921      | AND    | 2            | 3            | 727         
924      | AND    | 2            | 3            | 722         
927      | AND    | 2            | 3            | 493         
930      | AND    | 2            | 3            | 608         
933      | AND    | 2            | 3            | 714         
936      | AND    | 2            | 3            | 749         
939      | AND    | 2            | 3            | 747         
942      | AND    | 2            | 3            | 745         
945      | AND    | 2            | 3            | 743         
948      | AND    | 2            | 3            | 741         
951      | AND    | 2            | 3            | 739         
954      | AND    | 2            | 3            | 737         
957      | AND    | 2            | 3            | 735         
960      | AND    | 2            | 3            | 733         
963      | AND    | 2            | 3            | 731         
966      | AND    | 2            | 3            | 729         
969      | AND    | 2            | 3            | 727         
972      | AND    | 2            | 3            | 722         
975      | AND    | 2            | 3            | 609         
978      | AND    | 2            | 3            | 735         
981      | AND    | 2            | 3            | 737         
984      | AND    | 2            | 3            | 739         
987      | AND    | 2            | 3            | 737         
990      | AND    | 2            | 3            | 735         
993      | AND    | 2            | 3            | 733         
996      | AND    | 2            | 3            | 731         
999      | AND    | 2            | 3            | 729         
1002     | AND    | 2            | 3            | 727         
1005     | AND    | 2            | 3            | 725         
1008     | AND    | 2            | 3            | 723         
1011     | AND    | 2            | 3            | 721         
1014     | AND    | 2            | 3            | 719         
1017     | AND    | 2            | 3            | 717         
1020     | AND    | 2            | 3            | 715         
1023     | AND    | 2            | 3            | 729         
1026     | AND    | 2            | 3            | 632         
1029     | AND    | 2            | 3            | 634         
1032     | AND    | 2            | 3            | 636         
1035     | AND    | 2            | 3            | 634         
1038     | AND    | 2            | 3            | 632         
1041     | AND    | 2            | 3            | 630         
1044     | AND    | 2            | 3            | 628         
1047     | AND    | 2            | 3            | 626         
1050     | AND    | 2            | 3            | 624         
1053     | AND    | 2            | 3            | 622         
1056     | AND    | 2            | 3            | 620         
1059     | AND    | 2            | 3            | 618         
1062     | AND    | 2            | 3            | 616         
1065     | AND    | 2            | 3            | 606         
1068     | AND    | 2            | 3            | 592         
1071     | AND    | 2            | 3            | 626         
1074     | AND    | 2            | 3            | 492         
1077     | AND    | 2            | 3            | 494         
1080     | AND    | 2            | 3            | 496         
1083     | AND    | 2            | 3            | 494         
1086     | AND    | 2            | 3            | 492         
1089     | AND    | 2            | 3            | 490         
1092     | AND    | 2            | 3            | 488         
1095     | AND    | 2            | 3            | 486         
1098     | AND    | 2            | 3            | 484         
1101     | AND    | 2            | 3            | 482         
1104     | AND    | 2            | 3            | 468         
1107     | AND    | 2            | 3            | 454         
1110     | AND    | 2            | 3            | 440         
1113     | AND    | 2            | 3            | 426         
1116     | AND    | 2            | 3            | 412         
1119     | AND    | 2            | 3            | 486         
1122     | AND    | 2            | 3            | 364         
1125     | AND    | 2            | 3            | 366         
1128     | AND    | 2            | 3            | 368         
1131     | AND    | 2            | 3            | 366         
1134     | AND    | 2            | 3            | 364         
1137     | AND    | 2            | 3            | 362         
1140     | AND    | 2            | 3            | 356         
1143     | AND    | 2            | 3            | 342         
1146     | AND    | 2            | 3            | 328         
1149     | AND    | 2            | 3            | 314         
1152     | AND    | 2            | 3            | 300         
1155     | AND    | 2            | 3            | 286         
1158     | AND    | 2            | 3            | 272         
1161     | AND    | 2            | 3            | 258         
1164     | AND    | 2            | 3            | 244         
1167     | AND    | 2            | 3            | 358         
1170     | AND    | 2            | 3            | 276         
1173     | AND    | 2            | 3            | 278         
1176     | AND    | 2            | 3            | 280         
1179     | AND    | 2            | 3            | 270         
1182     | AND    | 2            | 3            | 256         
1185     | AND    | 2            | 3            | 242         
1188     | AND    | 2            | 3            | 228         
1191     | AND    | 2            | 3            | 214         
1194     | AND    | 2            | 3            | 200         
1197     | AND    | 2            | 3            | 186         
1200     | AND    | 2            | 3            | 172         
1203     | AND    | 2            | 3            | 158         
1206     | AND    | 2            | 3            | 144         
1209     | AND    | 2            | 3            | 130         
1212     | AND    | 2            | 3            | 116         
1215     | AND    | 2            | 3            | 270         
1218     | AND    | 2            | 3            | 144         
1221     | AND    | 2            | 3            | 138         
1224     | AND    | 2            | 3            | 130         
1227     | AND    | 2            | 3            | 122         
1230     | AND    | 2            | 3            | 114         
1233     | AND    | 2            | 3            | 106         
1236     | AND    | 2            | 3            | 98          
1239     | AND    | 2            | 3            | 90          
1242     | AND    | 2            | 3            | 82          
1245     | AND    | 2            | 3            | 74          
1248     | AND    | 2            | 3            | 66          
1251     | AND    | 2            | 3            | 58          
1254     | AND    | 2            | 3            | 50          
1257     | AND    | 2            | 3            | 42          
1260     | AND    | 2            | 3            | 34          
1263     | AND    | 2            | 3            | 138         
1266     | AND    | 2            | 3            | 134         
1269     | AND    | 2            | 3            | 130         
1272     | AND    | 2            | 3            | 126         
1275     | AND    | 2            | 3            | 118         
1278     | AND    | 2            | 3            | 110         
1281     | AND    | 2            | 3            | 102         
1284     | AND    | 2            | 3            | 94          
1287     | AND    | 2            | 3            | 86          
1290     | AND    | 2            | 3            | 78          
1293     | AND    | 2            | 3            | 70          
1296     | AND    | 2            | 3            | 62          
1299     | AND    | 2            | 3            | 54          
1302     | AND    | 2            | 3            | 46          
1305     | AND    | 2            | 3            | 38          
1308     | AND    | 2            | 3            | 30          
1311     | NOT    | 4            | 3            | 16          
1315     | NOT    | 4            | 3            | 48          
1319     | NOT    | 4            | 3            | 92          
1323     | NOT    | 4            | 3            | 148         
1327     | NOT    | 4            | 3            | 216         
1331     | NOT    | 4            | 3            | 296         
1335     | NOT    | 4            | 3            | 388         
1339     | NOT    | 4            | 3            | 492         
1343     | NOT    | 4            | 3            | 608         
1347     | NOT    | 4            | 3            | 728         
1351     | NOT    | 4            | 3            | 625         
