Node ID  | Type   | CC0          | CC1          | CO          
--------------------------------------------------------------
1        | PI     | 1            | 1            | 33          
8        | PI     | 1            | 1            | 33          
15       | PI     | 1            | 1            | 33          
22       | PI     | 1            | 1            | 33          
29       | PI     | 1            | 1            | 33          
36       | PI     | 1            | 1            | 33          
43       | PI     | 1            | 1            | 33          
50       | PI     | 1            | 1            | 33          
57       | PI     | 1            | 1            | 33          
64       | PI     | 1            | 1            | 33          
71       | PI     | 1            | 1            | 33          
78       | PI     | 1            | 1            | 33          
85       | PI     | 1            | 1            | 33          
92       | PI     | 1            | 1            | 33          
99       | PI     | 1            | 1            | 33          
106      | PI     | 1            | 1            | 33          
113      | PI     | 1            | 1            | 33          
120      | PI     | 1            | 1            | 33          
127      | PI     | 1            | 1            | 33          
134      | PI     | 1            | 1            | 33          
141      | PI     | 1            | 1            | 33          
148      | PI     | 1            | 1            | 33          
155      | PI     | 1            | 1            | 33          
162      | PI     | 1            | 1            | 33          
169      | PI     | 1            | 1            | 33          
176      | PI     | 1            | 1            | 33          
183      | PI     | 1            | 1            | 33          
190      | PI     | 1            | 1            | 33          
197      | PI     | 1            | 1            | 33          
204      | PI     | 1            | 1            | 33          
211      | PI     | 1            | 1            | 33          
218      | PI     | 1            | 1            | 33          
225      | PI     | 1            | 1            | 331         
226      | PI     | 1            | 1            | 331         
227      | PI     | 1            | 1            | 331         
228      | PI     | 1            | 1            | 331         
229      | PI     | 1            | 1            | 331         
230      | PI     | 1            | 1            | 331         
231      | PI     | 1            | 1            | 331         
232      | PI     | 1            | 1            | 331         
233      | PI     | 1            | 1            | 331         
242      | AND    | 2            | 3            | 329         
245      | AND    | 2            | 3            | 329         
248      | AND    | 2            | 3            | 329         
251      | AND    | 2            | 3            | 329         
254      | AND    | 2            | 3            | 329         
257      | AND    | 2            | 3            | 329         
260      | AND    | 2            | 3            | 329         
263      | AND    | 2            | 3            | 329         
266      | NAND   | 3            | 2            | 351 [TOP]     ~static[0]
269      | NAND   | 3            | 2            | 351 [TOP]   
272      | NAND   | 3            | 2            | 351 [TOP]   
275      | NAND   | 3            | 2            | 351 [TOP]   
278      | NAND   | 3            | 2            | 351 [TOP]     ~static[1]
281      | NAND   | 3            | 2            | 351 [TOP]   
284      | NAND   | 3            | 2            | 351 [TOP]   
287      | NAND   | 3            | 2            | 351 [TOP]   
290      | NAND   | 3            | 2            | 351 [TOP]     ~static[2]
293      | NAND   | 3            | 2            | 351 [TOP]   
296      | NAND   | 3            | 2            | 351 [TOP]   
299      | NAND   | 3            | 2            | 351 [TOP]   
302      | NAND   | 3            | 2            | 351 [TOP]     ~static[3]
305      | NAND   | 3            | 2            | 351 [TOP]     
308      | NAND   | 3            | 2            | 351 [TOP]   
311      | NAND   | 3            | 2            | 351 [TOP]   
314      | NAND   | 3            | 2            | 316         
317      | NAND   | 3            | 2            | 316         
320      | NAND   | 3            | 2            | 316         
323      | NAND   | 3            | 2            | 316         
326      | NAND   | 3            | 2            | 316         
329      | NAND   | 3            | 2            | 316         
332      | NAND   | 3            | 2            | 316         
335      | NAND   | 3            | 2            | 316         
338      | NAND   | 3            | 2            | 316         
341      | NAND   | 3            | 2            | 316         
344      | NAND   | 3            | 2            | 316         
347      | NAND   | 3            | 2            | 316         
350      | NAND   | 3            | 2            | 316         
353      | NAND   | 3            | 2            | 316         
356      | NAND   | 3            | 2            | 316         
359      | NAND   | 3            | 2            | 316         
362      | NAND   | 4            | 2            | 349         
363      | NAND   | 4            | 2            | 349         
364      | NAND   | 4            | 2            | 349         
365      | NAND   | 4            | 2            | 349         
366      | NAND   | 4            | 2            | 349         
367      | NAND   | 4            | 2            | 349         
368      | NAND   | 4            | 2            | 349         
369      | NAND   | 4            | 2            | 349         
370      | NAND   | 4            | 2            | 349         
371      | NAND   | 4            | 2            | 349         
372      | NAND   | 4            | 2            | 349         
373      | NAND   | 4            | 2            | 349         
374      | NAND   | 4            | 2            | 349         
375      | NAND   | 4            | 2            | 349         
376      | NAND   | 4            | 2            | 349         
377      | NAND   | 4            | 2            | 349         
378      | NAND   | 4            | 2            | 349         
379      | NAND   | 4            | 2            | 349         
380      | NAND   | 4            | 2            | 349         
381      | NAND   | 4            | 2            | 349         
382      | NAND   | 4            | 2            | 349         
383      | NAND   | 4            | 2            | 349         
384      | NAND   | 4            | 2            | 349         
385      | NAND   | 4            | 2            | 349         
386      | NAND   | 4            | 2            | 349         
387      | NAND   | 4            | 2            | 349         
388      | NAND   | 4            | 2            | 349         
389      | NAND   | 4            | 2            | 349         
390      | NAND   | 4            | 2            | 349         
391      | NAND   | 4            | 2            | 349         
392      | NAND   | 4            | 2            | 349         
393      | NAND   | 4            | 2            | 349         
394      | NAND   | 4            | 2            | 314         
395      | NAND   | 4            | 2            | 314         
396      | NAND   | 4            | 2            | 314         
397      | NAND   | 4            | 2            | 314         
398      | NAND   | 4            | 2            | 314         
399      | NAND   | 4            | 2            | 314         
400      | NAND   | 4            | 2            | 314         
401      | NAND   | 4            | 2            | 314         
