Node ID  | Type   | CC0          | CC1          | CO          
--------------------------------------------------------------
1        | PI     | 1            | 1            | 15          
2        | PI     | 1            | 1            | 4           
3        | PI     | 1            | 1            | 15          
4        | PI     | 1            | 1            | 202         
5        | PI     | 1            | 1            | 202         
6        | PI     | 1            | 1            | 202         
7        | PI     | 1            | 1            | 3           
8        | PI     | 1            | 1            | 131         
11       | PI     | 1            | 1            | 195         
14       | PI     | 1            | 1            | 36          
15       | PI     | 1            | 1            | 4           
16       | PI     | 1            | 1            | 202         
19       | PI     | 1            | 1            | 202         
20       | PI     | 1            | 1            | 202         
21       | PI     | 1            | 1            | 202         
22       | PI     | 1            | 1            | 202         
23       | PI     | 1            | 1            | 202         
24       | PI     | 1            | 1            | 202         
25       | PI     | 1            | 1            | 202         
26       | PI     | 1            | 1            | 202         
27       | PI     | 1            | 1            | 202         
28       | PI     | 1            | 1            | 196         
29       | PI     | 1            | 1            | 196         
32       | PI     | 1            | 1            | 202         
33       | PI     | 1            | 1            | 202         
34       | PI     | 1            | 1            | 202         
35       | PI     | 1            | 1            | 202         
36       | PI     | 1            | 1            | 12          
37       | PI     | 1            | 1            | 97          
40       | PI     | 1            | 1            | 138         
43       | PI     | 1            | 1            | 18          
44       | PI     | 1            | 1            | 1           
47       | PI     | 1            | 1            | 15          
48       | PI     | 1            | 1            | 15          
49       | PI     | 1            | 1            | 16          
50       | PI     | 1            | 1            | 14          
51       | PI     | 1            | 1            | 14          
52       | PI     | 1            | 1            | 14          
53       | PI     | 1            | 1            | 15          
54       | PI     | 1            | 1            | 19          
55       | PI     | 1            | 1            | 19          
56       | PI     | 1            | 1            | 18          
57       | PI     | 1            | 1            | 1           
60       | PI     | 1            | 1            | 15          
61       | PI     | 1            | 1            | 15          
62       | PI     | 1            | 1            | 14          
63       | PI     | 1            | 1            | 14          
64       | PI     | 1            | 1            | 14          
65       | PI     | 1            | 1            | 15          
66       | PI     | 1            | 1            | 19          
67       | PI     | 1            | 1            | 19          
68       | PI     | 1            | 1            | 17          
69       | PI     | 1            | 1            | 1           
72       | PI     | 1            | 1            | 14          
73       | PI     | 1            | 1            | 14          
74       | PI     | 1            | 1            | 15          
75       | PI     | 1            | 1            | 13          
76       | PI     | 1            | 1            | 13          
77       | PI     | 1            | 1            | 13          
78       | PI     | 1            | 1            | 14          
79       | PI     | 1            | 1            | 18          
80       | PI     | 1            | 1            | 18          
81       | PI     | 1            | 1            | 19          
82       | PI     | 1            | 1            | 1           
85       | PI     | 1            | 1            | 16          
86       | PI     | 1            | 1            | 16          
87       | PI     | 1            | 1            | 17          
88       | PI     | 1            | 1            | 15          
89       | PI     | 1            | 1            | 15          
90       | PI     | 1            | 1            | 15          
91       | PI     | 1            | 1            | 16          
92       | PI     | 1            | 1            | 20          
93       | PI     | 1            | 1            | 20          
94       | PI     | 1            | 1            | 3           
95       | PI     | 1            | 1            | 170         
96       | PI     | 1            | 1            | 1           
99       | PI     | 1            | 1            | 49          
100      | PI     | 1            | 1            | 14          
101      | PI     | 1            | 1            | 14          
102      | PI     | 1            | 1            | 14          
103      | PI     | 1            | 1            | 213         
104      | PI     | 1            | 1            | 171         
105      | PI     | 1            | 1            | 170         
106      | PI     | 1            | 1            | 244         
107      | PI     | 1            | 1            | 169         
108      | PI     | 1            | 1            | 1           
111      | PI     | 1            | 1            | 48          
112      | PI     | 1            | 1            | 13          
113      | PI     | 1            | 1            | 13          
114      | PI     | 1            | 1            | 13          
115      | PI     | 1            | 1            | 212         
116      | PI     | 1            | 1            | 170         
117      | PI     | 1            | 1            | 169         
118      | PI     | 1            | 1            | 243         
119      | PI     | 1            | 1            | 170         
120      | PI     | 1            | 1            | 1           
123      | PI     | 1            | 1            | 49          
124      | PI     | 1            | 1            | 14          
125      | PI     | 1            | 1            | 14          
126      | PI     | 1            | 1            | 14          
127      | PI     | 1            | 1            | 213         
128      | PI     | 1            | 1            | 171         
129      | PI     | 1            | 1            | 170         
130      | PI     | 1            | 1            | 244         
131      | PI     | 1            | 1            | 171         
132      | PI     | 1            | 1            | 1           
135      | PI     | 1            | 1            | 50          
136      | PI     | 1            | 1            | 15          
137      | PI     | 1            | 1            | 15          
138      | PI     | 1            | 1            | 15          
139      | PI     | 1            | 1            | 214         
140      | PI     | 1            | 1            | 172         
141      | PI     | 1            | 1            | 171         
142      | PI     | 1            | 1            | 245         
143      | PI     | 1            | 1            | 0           
144      | PI     | 1            | 1            | 0           
145      | PI     | 1            | 1            | 0           
146      | PI     | 1            | 1            | 0           
147      | PI     | 1            | 1            | 0           
148      | PI     | 1            | 1            | 0           
149      | PI     | 1            | 1            | 0           
150      | PI     | 1            | 1            | 0           
151      | PI     | 1            | 1            | 0           
152      | PI     | 1            | 1            | 0           
153      | PI     | 1            | 1            | 0           
154      | PI     | 1            | 1            | 0           
155      | PI     | 1            | 1            | 0           
156      | PI     | 1            | 1            | 0           
157      | PI     | 1            | 1            | 0           
158      | PI     | 1            | 1            | 0           
159      | PI     | 1            | 1            | 0           
160      | PI     | 1            | 1            | 0           
161      | PI     | 1            | 1            | 0           
162      | PI     | 1            | 1            | 0           
163      | PI     | 1            | 1            | 0           
164      | PI     | 1            | 1            | 0           
165      | PI     | 1            | 1            | 0           
166      | PI     | 1            | 1            | 0           
167      | PI     | 1            | 1            | 0           
168      | PI     | 1            | 1            | 0           
169      | PI     | 1            | 1            | 0           
170      | PI     | 1            | 1            | 0           
171      | PI     | 1            | 1            | 0           
172      | PI     | 1            | 1            | 0           
173      | PI     | 1            | 1            | 0           
174      | PI     | 1            | 1            | 0           
175      | PI     | 1            | 1            | 0           
176      | PI     | 1            | 1            | 0           
177      | PI     | 1            | 1            | 0           
178      | PI     | 1            | 1            | 0           
179      | PI     | 1            | 1            | 0           
180      | PI     | 1            | 1            | 0           
181      | PI     | 1            | 1            | 0           
182      | PI     | 1            | 1            | 0           
183      | PI     | 1            | 1            | 0           
184      | PI     | 1            | 1            | 0           
185      | PI     | 1            | 1            | 0           
186      | PI     | 1            | 1            | 0           
187      | PI     | 1            | 1            | 0           
188      | PI     | 1            | 1            | 0           
189      | PI     | 1            | 1            | 0           
190      | PI     | 1            | 1            | 0           
191      | PI     | 1            | 1            | 0           
192      | PI     | 1            | 1            | 0           
193      | PI     | 1            | 1            | 0           
194      | PI     | 1            | 1            | 0           
195      | PI     | 1            | 1            | 0           
196      | PI     | 1            | 1            | 0           
197      | PI     | 1            | 1            | 0           
198      | PI     | 1            | 1            | 0           
199      | PI     | 1            | 1            | 0           
200      | PI     | 1            | 1            | 0           
201      | PI     | 1            | 1            | 0           
202      | PI     | 1            | 1            | 0           
203      | PI     | 1            | 1            | 0           
204      | PI     | 1            | 1            | 0           
205      | PI     | 1            | 1            | 0           
206      | PI     | 1            | 1            | 0           
207      | PI     | 1            | 1            | 0           
208      | PI     | 1            | 1            | 0           
209      | PI     | 1            | 1            | 0           
210      | PI     | 1            | 1            | 0           
211      | PI     | 1            | 1            | 0           
212      | PI     | 1            | 1            | 0           
213      | PI     | 1            | 1            | 0           
214      | PI     | 1            | 1            | 0           
215      | PI     | 1            | 1            | 0           
216      | PI     | 1            | 1            | 0           
217      | PI     | 1            | 1            | 0           
218      | PI     | 1            | 1            | 0           
219      | PI     | 1            | 1            | 1           
224      | PI     | 1            | 1            | 12          
227      | PI     | 1            | 1            | 13          
230      | PI     | 1            | 1            | 18          
231      | PI     | 1            | 1            | 4           
234      | PI     | 1            | 1            | 13          
237      | PI     | 1            | 1            | 3           
241      | PI     | 1            | 1            | 4           
246      | PI     | 1            | 1            | 9           
253      | PI     | 1            | 1            | 1           
256      | PI     | 1            | 1            | 64          
259      | PI     | 1            | 1            | 64          
262      | PI     | 1            | 1            | 145         
263      | PI     | 1            | 1            | 88          
266      | PI     | 1            | 1            | 89          
269      | PI     | 1            | 1            | 89          
272      | PI     | 1            | 1            | 89          
275      | PI     | 1            | 1            | 89          
278      | PI     | 1            | 1            | 73          
281      | PI     | 1            | 1            | 73          
284      | PI     | 1            | 1            | 73          
287      | PI     | 1            | 1            | 73          
290      | PI     | 1            | 1            | 1           
294      | PI     | 1            | 1            | 68          
297      | PI     | 1            | 1            | 5           
301      | PI     | 1            | 1            | 5           
305      | PI     | 1            | 1            | 5           
309      | PI     | 1            | 1            | 5           
313      | PI     | 1            | 1            | 44          
316      | PI     | 1            | 1            | 44          
319      | PI     | 1            | 1            | 13          
322      | PI     | 1            | 1            | 13          
325      | PI     | 1            | 1            | 5           
328      | PI     | 1            | 1            | 76          
331      | PI     | 1            | 1            | 76          
334      | PI     | 1            | 1            | 76          
337      | PI     | 1            | 1            | 76          
340      | PI     | 1            | 1            | 76          
343      | PI     | 1            | 1            | 76          
346      | PI     | 1            | 1            | 63          
349      | PI     | 1            | 1            | 63          
352      | PI     | 1            | 1            | 88          
355      | PI     | 1            | 1            | 68          
398      | BUFF   | 2            | 2            | 0           
400      | BUFF   | 2            | 2            | 0           
401      | BUFF   | 2            | 2            | 0           
405      | AND    | 2            | 3            | 13          
408      | NOT    | 2            | 2            | 17          
419      | BUFF   | 2            | 2            | 0           
420      | BUFF   | 2            | 2            | 0           
425      | NOT    | 2            | 2            | 144         
456      | BUFF   | 2            | 2            | 0           
457      | BUFF   | 2            | 2            | 0           
458      | BUFF   | 2            | 2            | 0           
485      | AND    | 2            | 5            | 1           
486      | NOT    | 4            | 3            | 12          
487      | NOT    | 2            | 2            | 0           
488      | NOT    | 2            | 2            | 0           
489      | NOT    | 2            | 2            | 0           
490      | NOT    | 2            | 2            | 0           
491      | NOT    | 2            | 2            | 0           
492      | NOT    | 2            | 2            | 0           
493      | NOT    | 2            | 2            | 0           
494      | NOT    | 2            | 2            | 0           
495      | AND    | 2            | 4            | 1           
496      | BUFF   | 2            | 2            | 11          
499      | AND    | 2            | 3            | 96          
500      | BUFF   | 2            | 2            | 1           
503      | BUFF   | 2            | 2            | 143         
506      | BUFF   | 2            | 2            | 130         
509      | BUFF   | 2            | 2            | 12          
521      | BUFF   | 2            | 2            | 12          
533      | NOT    | 2            | 2            | 3           
537      | NOT    | 2            | 2            | 12          
