Node ID  | Type   | CC0          | CC1          | CO          
--------------------------------------------------------------
1        | PI     | 1            | 1            | 1           
5        | PI     | 1            | 1            | 3           
9        | PI     | 1            | 1            | 46          
12       | PI     | 1            | 1            | 46          
15       | PI     | 1            | 1            | 1           
18       | PI     | 1            | 1            | 28          
23       | PI     | 1            | 1            | 46          
26       | PI     | 1            | 1            | 46          
29       | PI     | 1            | 1            | 38          
32       | PI     | 1            | 1            | 59          
35       | PI     | 1            | 1            | 45          
38       | PI     | 1            | 1            | 42          
41       | PI     | 1            | 1            | 34          
44       | PI     | 1            | 1            | 420         
47       | PI     | 1            | 1            | 46          
50       | PI     | 1            | 1            | 74          
53       | PI     | 1            | 1            | 311         
54       | PI     | 1            | 1            | 295         
55       | PI     | 1            | 1            | 278         
56       | PI     | 1            | 1            | 261         
57       | PI     | 1            | 1            | 4           
58       | PI     | 1            | 1            | 469 [TOP]   ~static[0]
59       | PI     | 1            | 1            | 138         
60       | PI     | 1            | 1            | 130         
61       | PI     | 1            | 1            | 113         
62       | PI     | 1            | 1            | 96          
63       | PI     | 1            | 1            | 269         
64       | PI     | 1            | 1            | 305         
65       | PI     | 1            | 1            | 339         
66       | PI     | 1            | 1            | 74          
69       | PI     | 1            | 1            | 466 [TOP]   static[1]
70       | PI     | 1            | 1            | 322         
73       | PI     | 1            | 1            | 250         
74       | PI     | 1            | 1            | 300         
75       | PI     | 1            | 1            | 266         
76       | PI     | 1            | 1            | 283         
77       | PI     | 1            | 1            | 172         
78       | PI     | 1            | 1            | 155         
79       | PI     | 1            | 1            | 147         
80       | PI     | 1            | 1            | 103         
81       | PI     | 1            | 1            | 121         
82       | PI     | 1            | 1            | 469 [TOP]   static[2]
83       | PI     | 1            | 1            | 339         
84       | PI     | 1            | 1            | 336         
85       | PI     | 1            | 1            | 319         
86       | PI     | 1            | 1            | 252         
87       | PI     | 1            | 1            | 122         
88       | PI     | 1            | 1            | 88          
89       | PI     | 1            | 1            | 319         
94       | PI     | 1            | 1            | 46          
97       | PI     | 1            | 1            | 46          
100      | PI     | 1            | 1            | 74          
103      | PI     | 1            | 1            | 46          
106      | PI     | 1            | 1            | 2           
109      | PI     | 1            | 1            | 235         
110      | PI     | 1            | 1            | 218         
111      | PI     | 1            | 1            | 139         
112      | PI     | 1            | 1            | 105         
113      | PI     | 1            | 1            | 155         
114      | PI     | 1            | 1            | 447         
115      | PI     | 1            | 1            | 421         
118      | PI     | 1            | 1            | 49          
121      | PI     | 1            | 1            | 46          
124      | PI     | 1            | 1            | 74          
127      | PI     | 1            | 1            | 59          
130      | PI     | 1            | 1            | 45          
133      | PI     | 1            | 1            | 5           
134      | PI     | 1            | 1            | 5           
135      | PI     | 1            | 1            | 45          
138      | PI     | 1            | 1            | 45          
141      | PI     | 1            | 1            | 421         
144      | PI     | 1            | 1            | 45          
147      | PI     | 1            | 1            | 49          
150      | PI     | 1            | 1            | 5           
151      | PI     | 1            | 1            | 48          
152      | PI     | 1            | 1            | 5           
153      | PI     | 1            | 1            | 85          
154      | PI     | 1            | 1            | 85          
155      | PI     | 1            | 1            | 68          
156      | PI     | 1            | 1            | 52          
157      | PI     | 1            | 1            | 50          
158      | PI     | 1            | 1            | 44          
159      | PI     | 1            | 1            | 44          
160      | PI     | 1            | 1            | 44          
161      | PI     | 1            | 1            | 422         
162      | PI     | 1            | 1            | 5           
163      | PI     | 1            | 1            | 4           
164      | PI     | 1            | 1            | 358         
165      | PI     | 1            | 1            | 358         
166      | PI     | 1            | 1            | 90          
167      | PI     | 1            | 1            | 107         
168      | PI     | 1            | 1            | 124         
169      | PI     | 1            | 1            | 141         
170      | PI     | 1            | 1            | 409         
171      | PI     | 1            | 1            | 339         
172      | PI     | 1            | 1            | 5           
173      | PI     | 1            | 1            | 220         
174      | PI     | 1            | 1            | 237         
175      | PI     | 1            | 1            | 254         
176      | PI     | 1            | 1            | 271         
177      | PI     | 1            | 1            | 307         
178      | PI     | 1            | 1            | 318         
179      | PI     | 1            | 1            | 335         
180      | PI     | 1            | 1            | 339         
181      | PI     | 1            | 1            | 420         
182      | PI     | 1            | 1            | 5           
183      | PI     | 1            | 1            | 5           
184      | PI     | 1            | 1            | 5           
185      | PI     | 1            | 1            | 5           
186      | PI     | 1            | 1            | 5           
187      | PI     | 1            | 1            | 172         
188      | PI     | 1            | 1            | 5           
189      | PI     | 1            | 1            | 96          
190      | PI     | 1            | 1            | 113         
191      | PI     | 1            | 1            | 130         
192      | PI     | 1            | 1            | 147         
193      | PI     | 1            | 1            | 103         
194      | PI     | 1            | 1            | 121         
195      | PI     | 1            | 1            | 138         
196      | PI     | 1            | 1            | 155         
197      | PI     | 1            | 1            | 422         
198      | PI     | 1            | 1            | 319         
199      | PI     | 1            | 1            | 5           
200      | PI     | 1            | 1            | 261         
201      | PI     | 1            | 1            | 278         
202      | PI     | 1            | 1            | 295         
203      | PI     | 1            | 1            | 312         
204      | PI     | 1            | 1            | 250         
205      | PI     | 1            | 1            | 266         
206      | PI     | 1            | 1            | 283         
207      | PI     | 1            | 1            | 300         
208      | PI     | 1            | 1            | 421         
209      | PI     | 1            | 1            | 54          
210      | PI     | 1            | 1            | 5           
211      | PI     | 1            | 1            | 360         
212      | PI     | 1            | 1            | 360         
213      | PI     | 1            | 1            | 53          
214      | PI     | 1            | 1            | 54          
215      | PI     | 1            | 1            | 57          
216      | PI     | 1            | 1            | 53          
217      | PI     | 1            | 1            | 50          
218      | PI     | 1            | 1            | 5           
219      | PI     | 1            | 1            | 75          
220      | PI     | 1            | 1            | 75          
221      | PI     | 1            | 1            | 60          
222      | PI     | 1            | 1            | 46          
223      | PI     | 1            | 1            | 47          
224      | PI     | 1            | 1            | 47          
225      | PI     | 1            | 1            | 47          
226      | PI     | 1            | 1            | 47          
227      | PI     | 1            | 1            | 424         
228      | PI     | 1            | 1            | 5           
229      | PI     | 1            | 1            | 35          
230      | PI     | 1            | 1            | 5           
231      | PI     | 1            | 1            | 75          
232      | PI     | 1            | 1            | 75          
233      | PI     | 1            | 1            | 60          
234      | PI     | 1            | 1            | 46          
235      | PI     | 1            | 1            | 47          
236      | PI     | 1            | 1            | 47          
237      | PI     | 1            | 1            | 47          
238      | PI     | 1            | 1            | 39          
239      | PI     | 1            | 1            | 424         
240      | PI     | 1            | 1            | 5           
241      | PI     | 1            | 1            | 0           
242      | PI     | 1            | 1            | 3           
245      | PI     | 1            | 1            | 67          
248      | PI     | 1            | 1            | 1           
251      | PI     | 1            | 1            | 1           
254      | PI     | 1            | 1            | 1           
257      | PI     | 1            | 1            | 1           
260      | PI     | 1            | 1            | 1           
263      | PI     | 1            | 1            | 1           
267      | PI     | 1            | 1            | 1           
271      | PI     | 1            | 1            | 57          
274      | PI     | 1            | 1            | 1           
277      | PI     | 1            | 1            | 1           
280      | PI     | 1            | 1            | 1           
283      | PI     | 1            | 1            | 1           
286      | PI     | 1            | 1            | 1           
289      | PI     | 1            | 1            | 1           
293      | PI     | 1            | 1            | 1           
296      | PI     | 1            | 1            | 1           
299      | PI     | 1            | 1            | 1           
303      | PI     | 1            | 1            | 1           
307      | PI     | 1            | 1            | 1           
310      | PI     | 1            | 1            | 1           
313      | PI     | 1            | 1            | 1           
316      | PI     | 1            | 1            | 1           
319      | PI     | 1            | 1            | 1           
322      | PI     | 1            | 1            | 1           
325      | PI     | 1            | 1            | 1           
328      | PI     | 1            | 1            | 1           
331      | PI     | 1            | 1            | 1           
334      | PI     | 1            | 1            | 1           
337      | PI     | 1            | 1            | 1           
340      | PI     | 1            | 1            | 1           
343      | PI     | 1            | 1            | 1           
346      | PI     | 1            | 1            | 1           
349      | PI     | 1            | 1            | 1           
352      | PI     | 1            | 1            | 1           
355      | PI     | 1            | 1            | 1           
358      | PI     | 1            | 1            | 1           
361      | PI     | 1            | 1            | 1           
364      | PI     | 1            | 1            | 1           
367      | PI     | 1            | 1            | 20          
382      | PI     | 1            | 1            | 43          
387      | BUFF   | 2            | 2            | 0           
